xcentre,ycentre,zcentre,cut,zmin,oretype_pnd,meses,cus,mot,zmint,oretypet,dens,CAT,CATN,FASE
4080,9470,2622.5,0.6175,7,45,nov-15,0.040625,0.0033,SSD,SCHAL,2.6,MED,1,34
4100,9450,2607.5,0.64,7,45,dic-15,0.04,0.0086,SSD,SCHAL,2.6,MED,1,19
4120,9450,2607.5,0.51875,61,42,dic-15,0.02291667,0.0075,CPY,SAARC,2.6,MED,1,42
4100,9470,2607.5,0.53,7,45,dic-15,0.04,0.0112,SSD,SCHAL,2.6,MED,1,34
4120,9470,2607.5,0.485,7,45,dic-15,0.026875,0.0089,SSD,SCHAL,2.6,MED,1,42
4100,9450,2622.5,0.56,7,42,nov-15,0.04,0.0117,SSD,SAARC,2.6,MED,1,19
4120,9450,2622.5,0.475,7,42,nov-15,0.03,0.0106,SSD,SAARC,2.6,MED,1,34
4100,9470,2622.5,0.51,7,42,nov-15,0.04,0.013,SSD,SAARC,2.6,MED,1,19
4120,9470,2622.5,0.49979167,7,45,nov-15,0.02979167,0.0119,SSD,SCHAL,2.6,MED,1,34
4140,9450,2607.5,0.44,61,44,dic-15,0.02,0.0075,CPY,SCHBL,2.6,MED,1,19
4160,9450,2607.5,0.505,8,45,dic-15,0.0525,0.0098,SSF,SCHAL,2.6,MED,1,19
4140,9470,2607.5,0.49625,61,45,dic-15,0.02791667,0.0132,CPY,SCHAL,2.6,MED,1,34
4140,9450,2622.5,0.45,61,45,nov-15,0.02,0.0113,CPY,SCHAL,2.6,MED,1,19
4160,9450,2622.5,0.52395833,8,45,nov-15,0.056875,0.0114,SSF,SCHAL,2.6,MED,1,19
4140,9470,2622.5,0.53125,7,45,nov-15,0.033125,0.01,SSD,SCHAL,2.6,MED,1,34
4160,9470,2622.5,0.55583333,8,45,nov-15,0.04708333,0.0099,SSF,SCHAL,2.6,IND,2,19N
3920,9510,2607.5,1.17875,8,45,sept-14,0.0575,0.0167,SSF,SCHAL,2.6,MED,1,42
3900,9490,2622.5,0.86479167,8,42,jul-14,0.05645833,0.0249,SSF,SAARC,2.6,IND,2,19N
3920,9490,2622.5,1.52,8,45,jul-14,0.08,0.0274,SSF,SCHAL,2.6,MED,1,19
3900,9510,2622.5,0.44833333,61,42,jul-14,0.020625,0.0248,CPY,SAARC,2.6,MED,1,34
3920,9510,2622.5,1.36625,8,45,jul-14,0.0725,0.0214,SSF,SCHAL,2.6,IND,2,42
3940,9490,2607.5,1.65,8,45,jul-14,0.07,0.0209,SSF,SCHAL,2.6,MED,1,19
3960,9490,2607.5,1.58,8,45,jul-14,0.09,0.0523,SSF,SCHAL,2.6,MED,1,19
3940,9510,2607.5,1.82,8,45,jul-14,0.04,0.0257,SSF,SCHAL,2.6,MED,1,42
3960,9510,2607.5,1.42,8,45,jul-14,0.07,0.0421,SSF,SCHAL,2.6,INF,3,19N
3940,9490,2622.5,1.67,8,45,may-14,0.07,0.0213,SSF,SCHAL,2.6,MED,1,19
3960,9490,2622.5,1.42,8,45,may-14,0.09,0.0557,SSF,SCHAL,2.6,MED,1,19
3940,9510,2622.5,1.78,8,45,may-14,0.06,0.0264,SSF,SCHAL,2.6,MED,1,34
3960,9510,2622.5,1.61,8,45,may-14,0.08,0.0469,SSF,SCHAL,2.6,MED,1,19
3980,9490,2607.5,1.3,8,45,jul-14,0.08,0.0497,SSF,SCHAL,2.6,INF,3,19N
4000,9490,2607.5,1.17,8,45,jul-14,0.09,0.0281,SSF,SCHAL,2.6,MED,1,34
3980,9510,2607.5,1.41,8,45,jul-14,0.09,0.0407,SSF,SCHAL,2.6,MED,1,42
4000,9510,2607.5,1.1,8,45,jul-14,0.09,0.0257,SSF,SCHAL,2.6,MED,1,34
3980,9490,2622.5,1.24,8,45,may-14,0.09,0.034,SSF,SCHAL,2.6,MED,1,19
4000,9490,2622.5,1.22,8,45,may-14,0.1,0.0396,SSF,SCHAL,2.6,MED,1,42
3980,9510,2622.5,1.46,8,45,may-14,0.08,0.0264,SSF,SCHAL,2.6,MED,1,19
4000,9510,2622.5,1.07,8,45,may-14,0.08,0.0246,SSF,SCHAL,2.6,MED,1,42
4020,9490,2607.5,1.1,8,45,jul-14,0.09,0.0302,SSF,SCHAL,2.6,MED,1,42
4040,9490,2607.5,1.17,8,45,jul-14,0.1,0.0264,SSF,SCHAL,2.6,MED,1,34
4020,9510,2607.5,0.9875,8,45,jul-14,0.091875,0.0251,SSF,SCHAL,2.6,IND,2,19N
4040,9510,2607.5,0.94,8,45,jul-14,0.09,0.0212,SSF,SCHAL,2.6,MED,1,19
4020,9490,2622.5,1.15,8,45,may-14,0.09,0.0291,SSF,SCHAL,2.6,IND,2,19N
4040,9490,2622.5,1.23,8,45,may-14,0.1,0.0255,SSF,SCHAL,2.6,MED,1,19
4020,9510,2622.5,0.99708333,8,45,may-14,0.091875,0.0213,SSF,SCHAL,2.6,MED,1,19
4040,9510,2622.5,1.08,8,45,may-14,0.1,0.0207,SSF,SCHAL,2.6,MED,1,19
4060,9490,2607.5,1.25,8,45,ago-14,0.08,0.0151,SSF,SCHAL,2.6,INF,3,19N
4080,9490,2607.5,0.55,7,45,dic-15,0.03,0.0134,SSD,SCHAL,2.6,MED,1,19
4060,9510,2607.5,1.12,8,45,dic-15,0.09,0.0169,SSF,SCHAL,2.6,MED,1,42
4080,9510,2607.5,0.75333333,7,45,dic-15,0.05458333,0.0133,SSD,SCHAL,2.6,MED,1,42
4060,9490,2622.5,1.47,8,45,jun-14,0.13,0.0161,SSF,SCHAL,2.6,MED,1,19
4080,9490,2622.5,0.72,7,45,nov-15,0.04,0.0135,SSD,SCHAL,2.6,MED,1,34
4060,9510,2622.5,1.16,8,45,may-14,0.1,0.0183,SSF,SCHAL,2.6,IND,2,19N
4080,9510,2622.5,0.81916667,7,45,jun-14,0.05625,0.0153,SSD,SCHAL,2.6,MED,1,19
4100,9490,2607.5,0.55,7,42,dic-15,0.03,0.0097,SSD,SAARC,2.6,MED,1,34
4120,9490,2607.5,0.45,7,45,dic-15,0.03,0.01,SSD,SCHAL,2.6,MED,1,19
4100,9510,2607.5,0.51,7,45,dic-15,0.03,0.0078,SSD,SCHAL,2.6,MED,1,42
4120,9510,2607.5,0.49,7,45,dic-15,0.03,0.0112,SSD,SCHAL,2.6,IND,2,19N
4100,9490,2622.5,0.52,7,42,nov-15,0.03,0.0108,SSD,SAARC,2.6,IND,2,19N
4120,9490,2622.5,0.44,7,44,nov-15,0.02,0.0121,SSD,SCHBL,2.6,MED,1,42
4100,9510,2622.5,0.54,7,45,jun-14,0.03,0.0107,SSD,SCHAL,2.6,MED,1,34
4120,9510,2622.5,0.46,7,45,nov-15,0.02,0.0132,SSD,SCHAL,2.6,MED,1,34
4140,9490,2607.5,0.45,7,45,dic-15,0.02875,0.0132,SSD,SCHAL,2.6,MED,1,34
4140,9490,2622.5,0.47666667,7,45,nov-15,0.0375,0.0091,SSD,SCHAL,2.6,MED,1,34
4140,9510,2622.5,0.45833333,7,45,dic-15,0.04333333,0.012,SSD,SCHAL,2.6,IND,2,19N
3920,9530,2607.5,0.78625,61,45,ago-14,0.034375,0.0194,CPY,SCHAL,2.6,IND,2,19N
3900,9530,2622.5,0.35,61,42,jul-14,0.01,0.0161,CPY,SAARC,2.6,MED,1,34
3920,9530,2622.5,0.785625,61,45,jun-14,0.04625,0.0252,CPY,SCHAL,2.6,MED,1,42
3900,9550,2622.5,0.45,61,45,jul-14,0.02,0.016,CPY,SCHAL,2.6,MED,1,19
3920,9550,2622.5,0.616875,61,45,jun-14,0.03125,0.0145,CPY,SCHAL,2.6,MED,1,34
3940,9530,2607.5,1.7,8,45,jul-14,0.06,0.0254,SSF,SCHAL,2.6,MED,1,42
3960,9530,2607.5,1.45,8,45,jul-14,0.07,0.0397,SSF,SCHAL,2.6,MED,1,42
3960,9550,2607.5,1.29,8,45,jul-14,0.08,0.032,SSF,SCHAL,2.6,MED,1,19
3940,9530,2622.5,1.64,8,45,may-14,0.06,0.0262,SSF,SCHAL,2.6,MED,1,19
3960,9530,2622.5,1.66,8,45,may-14,0.07,0.0432,SSF,SCHAL,2.6,MED,1,34
3940,9550,2622.5,1.43,8,45,may-14,0.07,0.015,SSF,SCHAL,2.6,MED,1,42
3960,9550,2622.5,1.25,8,45,may-14,0.07,0.0339,SSF,SCHAL,2.6,IND,2,19N
3980,9530,2607.5,1.22,8,45,jul-14,0.07,0.0394,SSF,SCHAL,2.6,IND,2,19N
4000,9530,2607.5,1.06,8,45,jul-14,0.08,0.0277,SSF,SCHAL,2.6,MED,1,19
3980,9550,2607.5,1.2,8,45,jul-14,0.07,0.0326,SSF,SCHAL,2.6,INF,3,19N
4000,9550,2607.5,0.89,8,45,jul-14,0.07,0.0329,SSF,SCHAL,2.6,MED,1,42
3980,9530,2622.5,1.35,8,45,may-14,0.08,0.0257,SSF,SCHAL,2.6,MED,1,34
4000,9530,2622.5,1.06,8,45,may-14,0.08,0.0231,SSF,SCHAL,2.6,MED,1,42
3980,9550,2622.5,1.04,8,45,may-14,0.07,0.0188,SSF,SCHAL,2.6,INF,3,19N
4000,9550,2622.5,0.94,8,45,may-14,0.07,0.0246,SSF,SCHAL,2.6,MED,1,42
4020,9530,2607.5,1.05,8,45,jul-14,0.1,0.0258,SSF,SCHAL,2.6,IND,2,42
4040,9530,2607.5,0.9,8,45,dic-15,0.09,0.0205,SSF,SCHAL,2.6,IND,2,42
4020,9550,2607.5,0.89,8,45,dic-15,0.09,0.0322,SSF,SCHAL,2.6,MED,1,34
4040,9550,2607.5,0.81,8,45,jul-14,0.08,0.0178,SSF,SCHAL,2.6,MED,1,19
4020,9530,2622.5,1.14,8,45,may-14,0.11,0.0229,SSF,SCHAL,2.6,MED,1,34
4040,9530,2622.5,1.16,8,45,may-14,0.1,0.0269,SSF,SCHAL,2.6,MED,1,34
4020,9550,2622.5,0.87,8,45,may-14,0.09,0.0299,SSF,SCHAL,2.6,IND,2,42
4040,9550,2622.5,0.97,8,45,may-14,0.1,0.0268,SSF,SCHAL,2.6,IND,2,19N
4060,9530,2607.5,0.925,8,45,dic-15,0.0775,0.0168,SSF,SCHAL,2.6,IND,2,19N
4080,9530,2607.5,0.74604167,7,45,ago-14,0.050625,0.013,SSD,SCHAL,2.6,MED,1,19
4060,9550,2607.5,0.765,7,45,jul-14,0.07,0.0199,SSD,SCHAL,2.6,IND,2,42
4080,9550,2607.5,0.53,7,45,ago-14,0.03,0.0118,SSD,SCHAL,2.6,INF,3,19N
4060,9530,2622.5,1.14416667,8,45,may-14,0.09916667,0.0195,SSF,SCHAL,2.6,MED,1,19
4080,9530,2622.5,0.755,7,45,jun-14,0.0475,0.0157,SSD,SCHAL,2.6,IND,2,42
4060,9550,2622.5,0.955,8,42,may-14,0.0925,0.0156,SSF,SAARC,2.6,IND,2,19N
4080,9550,2622.5,0.67458333,7,45,jun-14,0.050625,0.012,SSD,SCHAL,2.6,MED,1,34
4100,9530,2622.5,0.44,7,44,jun-14,0.03,0.013,SSD,SCHBL,2.6,MED,1,19
4120,9530,2622.5,0.49,7,45,nov-15,0.04,0.0034,SSD,SCHAL,2.6,MED,1,34
4100,9550,2622.5,0.44,7,44,jun-14,0.02,0.0041,SSD,SCHBL,2.6,MED,1,34
3900,9570,2622.5,0.47,61,45,jul-14,0.02,0.0132,CPY,SCHAL,2.6,MED,1,42
3920,9570,2622.5,0.38,61,44,jul-14,0.02,0.0136,CPY,SCHBL,2.6,MED,1,34
3900,9590,2622.5,0.44,61,44,jul-14,0.02,0.0118,CPY,SCHBL,2.6,MED,1,42
3920,9590,2622.5,0.46,61,45,jul-14,0.02,0.0123,CPY,SCHAL,2.6,MED,1,42
3960,9570,2607.5,1.35,8,45,jul-14,0.08,0.0287,SSF,SCHAL,2.6,MED,1,42
3960,9590,2607.5,1.14,8,45,jul-14,0.07,0.0187,SSF,SCHAL,2.6,MED,1,42
3940,9570,2622.5,1.22291667,8,45,may-14,0.06895833,0.0142,SSF,SCHAL,2.6,IND,2,19N
3960,9570,2622.5,1.24,8,45,may-14,0.08,0.0317,SSF,SCHAL,2.6,MED,1,34
3940,9590,2622.5,0.94541667,8,45,abr-14,0.05166667,0.013,SSF,SCHAL,2.6,IND,2,19N
3960,9590,2622.5,0.93,8,45,abr-14,0.08,0.022,SSF,SCHAL,2.6,MED,1,19
3980,9570,2607.5,1.11,8,45,jul-14,0.08,0.0293,SSF,SCHAL,2.6,MED,1,34
4000,9570,2607.5,0.84,8,45,jul-14,0.07,0.0365,SSF,SCHAL,2.6,MED,1,34
3980,9590,2607.5,1.02,8,45,jul-14,0.07,0.0264,SSF,SCHAL,2.6,MED,1,42
4000,9590,2607.5,0.87,8,45,jul-14,0.07,0.0328,SSF,SCHAL,2.6,MED,1,19
3980,9570,2622.5,1,8,45,may-14,0.07,0.0198,SSF,SCHAL,2.6,MED,1,19
4000,9570,2622.5,0.99,8,45,may-14,0.08,0.0262,SSF,SCHAL,2.6,IND,2,42
3980,9590,2622.5,0.82,8,45,abr-14,0.07,0.0232,SSF,SCHAL,2.6,MED,1,42
4000,9590,2622.5,1.01,8,45,may-14,0.08,0.0228,SSF,SCHAL,2.6,MED,1,34
4020,9570,2607.5,0.84,8,45,jul-14,0.08,0.0321,SSF,SCHAL,2.6,MED,1,19
4040,9570,2607.5,0.7,8,45,jul-14,0.07,0.0217,SSF,SCHAL,2.6,MED,1,42
4020,9590,2607.5,0.7575,8,45,jul-14,0.06791667,0.0274,SSF,SCHAL,2.6,IND,2,19N
4040,9590,2607.5,0.63625,7,45,jul-14,0.05229167,0.0245,SSD,SCHAL,2.6,MED,1,19
4020,9570,2622.5,0.75,8,45,may-14,0.08,0.0287,SSF,SCHAL,2.6,MED,1,42
4040,9570,2622.5,0.84,8,45,may-14,0.09,0.027,SSF,SCHAL,2.6,MED,1,34
4020,9590,2622.5,0.79,8,45,may-14,0.07,0.0273,SSF,SCHAL,2.6,MED,1,19
4040,9590,2622.5,0.64875,8,45,may-14,0.068125,0.0275,SSF,SCHAL,2.6,MED,1,42
4060,9570,2607.5,0.65666667,7,45,jul-14,0.058125,0.0206,SSD,SCHAL,2.6,MED,1,19
4080,9570,2607.5,0.5025,61,45,ago-14,0.03125,0.0103,CPY,SCHAL,2.6,MED,1,34
4060,9590,2607.5,0.43625,61,44,jul-14,0.024375,0.0079,CPY,SCHBL,2.6,IND,2,19N
4080,9590,2607.5,0.4,61,44,ago-14,0.02,0.0118,CPY,SCHBL,2.6,MED,1,34
4060,9570,2622.5,0.794375,8,42,may-14,0.0825,0.0224,SSF,SAARC,2.6,INF,3,19N
4080,9570,2622.5,0.61916667,7,45,jun-14,0.0425,0.0124,SSD,SCHAL,2.6,INF,3,19N
4060,9590,2622.5,0.65666667,8,45,may-14,0.05604167,0.0157,SSF,SCHAL,2.6,MED,1,19
4080,9590,2622.5,0.38583333,61,44,jun-14,0.01520833,0.0121,CPY,SCHBL,2.6,MED,1,34
4100,9590,2607.5,0.36479167,61,44,ago-14,0.02125,0.0027,CPY,SCHBL,2.6,MED,1,19
4100,9570,2622.5,0.506875,7,45,jun-14,0.02645833,0.0028,SSD,SCHAL,2.6,INF,3,19N
4100,9590,2622.5,0.34,61,44,jun-14,0.02125,0.0026,CPY,SCHBL,2.6,IND,2,19N
3880,9610,2622.5,0.37,61,44,jul-14,0.02,0.0146,CPY,SCHBL,2.6,INF,3,19N
3880,9630,2622.5,0.38,61,44,jul-14,0.02,0.0147,CPY,SCHBL,2.6,INF,3,19N
3900,9610,2622.5,0.48,61,45,jul-14,0.02,0.0089,CPY,SCHAL,2.6,MED,1,42
3920,9610,2622.5,0.40958333,61,44,jul-14,0.02020833,0.0118,CPY,SCHBL,2.6,MED,1,19
3900,9630,2622.5,0.4,61,44,jul-14,0.02,0.0087,CPY,SCHBL,2.6,MED,1,42
3920,9630,2622.5,0.41,61,44,jul-14,0.02,0.0105,CPY,SCHBL,2.6,MED,1,42
3960,9610,2607.5,1.10958333,8,42,jul-14,0.069375,0.0157,SSF,SAARC,2.6,MED,1,34
3960,9630,2607.5,0.91,8,45,jul-14,0.0625,0.0106,SSF,SCHAL,2.6,INF,3,19N
3940,9610,2622.5,0.9625,8,45,abr-14,0.0575,0.0092,SSF,SCHAL,2.6,IND,2,42
3960,9610,2622.5,1.33,8,45,abr-14,0.11,0.0181,SSF,SCHAL,2.6,INF,3,19N
3940,9630,2622.5,0.86729167,8,45,abr-14,0.05666667,0.0077,SSF,SCHAL,2.6,MED,1,19
3960,9630,2622.5,1.04,8,45,abr-14,0.08,0.0141,SSF,SCHAL,2.6,MED,1,42
3980,9610,2607.5,1.109375,8,45,jul-14,0.09270833,0.0237,SSF,SCHAL,2.6,INF,3,19N
4000,9610,2607.5,0.77416667,8,45,jul-14,0.0675,0.0298,SSF,SCHAL,2.6,MED,1,42
3980,9630,2607.5,0.674375,7,45,jul-14,0.03104167,0.0215,SSD,SCHAL,2.6,MED,1,42
4000,9630,2607.5,0.69,7,45,jul-14,0.0475,0.0324,SSD,SCHAL,2.6,MED,1,34
3980,9610,2622.5,1.1,8,45,abr-14,0.1,0.0243,SSF,SCHAL,2.6,MED,1,34
4000,9610,2622.5,0.9,8,45,may-14,0.07,0.0337,SSF,SCHAL,2.6,MED,1,19
3980,9630,2622.5,0.78583333,7,45,may-14,0.05833333,0.0263,SSD,SCHAL,2.6,MED,1,19
4000,9630,2622.5,0.88645833,8,45,may-14,0.07270833,0.0287,SSF,SCHAL,2.6,MED,1,34
4020,9610,2607.5,0.59291667,7,45,jul-14,0.03625,0.0299,SSD,SCHAL,2.6,MED,1,19
4040,9610,2607.5,0.58666667,7,45,jul-14,0.03666667,0.0279,SSD,SCHAL,2.6,IND,2,19N
4020,9630,2607.5,0.58,7,45,jul-14,0.03,0.0312,SSD,SCHAL,2.6,MED,1,34
4040,9630,2607.5,0.58416667,7,45,jul-14,0.03541667,0.0302,SSD,SCHAL,2.6,MED,1,34
4020,9610,2622.5,0.76416667,8,45,may-14,0.06875,0.0349,SSF,SCHAL,2.6,IND,2,19N
4040,9610,2622.5,0.66,8,45,may-14,0.0525,0.0276,SSF,SCHAL,2.6,MED,1,19
4020,9630,2622.5,0.66854167,8,45,may-14,0.05083333,0.0398,SSF,SCHAL,2.6,IND,2,42
4040,9630,2622.5,0.6375,8,45,may-14,0.05166667,0.0341,SSF,SCHAL,2.6,MED,1,19
4060,9610,2607.5,0.44354167,61,44,jul-14,0.020625,0.0074,CPY,SCHBL,2.6,MED,1,42
4080,9610,2607.5,0.35,61,44,ago-14,0.01,0.0098,CPY,SCHBL,2.6,MED,1,19
4060,9630,2607.5,0.40375,61,44,jul-14,0.021875,0.0172,CPY,SCHBL,2.6,IND,2,19N
4080,9630,2607.5,0.38,61,44,ago-14,0.02,0.0101,CPY,SCHBL,2.6,MED,1,34
4060,9610,2622.5,0.53541667,7,45,may-14,0.03791667,0.0201,SSD,SCHAL,2.6,MED,1,34
4080,9610,2622.5,0.48,61,45,jun-14,0.02,0.0105,CPY,SCHAL,2.6,MED,1,42
4060,9630,2622.5,0.47,61,45,may-14,0.028125,0.0156,CPY,SCHAL,2.6,MED,1,34
4080,9630,2622.5,0.46,61,45,jul-14,0.02,0.0086,CPY,SCHAL,2.6,MED,1,34
4100,9610,2607.5,0.355,61,44,ago-14,0.02,0.002,CPY,SCHBL,2.6,INF,3,19N
4100,9610,2622.5,0.325,61,44,jul-14,0.02,0.0017,CPY,SCHBL,2.6,MED,1,34
4100,9630,2622.5,0.35229167,61,44,jul-14,0.02,0.0018,CPY,SCHBL,2.6,IND,2,19N
3900,9650,2622.5,0.36,61,44,jul-14,0.02,0.0084,CPY,SCHBL,2.6,IND,2,19N
3920,9650,2622.5,0.37,61,44,jul-14,0.02,0.0084,CPY,SCHBL,2.6,MED,1,19
3900,9670,2622.5,0.410625,61,44,jul-14,0.02020833,0.0132,CPY,SCHBL,2.6,IND,2,42
3920,9670,2622.5,0.34,61,44,jul-14,0.01,0.0086,CPY,SCHBL,2.6,MED,1,34
3960,9650,2607.5,0.72291667,8,45,ago-14,0.05583333,0.0082,SSF,SCHAL,2.6,MED,1,42
3960,9670,2607.5,0.65604167,8,45,ago-14,0.0525,0.0083,SSF,SCHAL,2.6,MED,1,42
3940,9650,2622.5,0.716875,8,45,abr-14,0.054375,0.0057,SSF,SCHAL,2.6,MED,1,19
3960,9650,2622.5,0.865,8,45,abr-14,0.07833333,0.0129,SSF,SCHAL,2.6,INF,3,19N
3940,9670,2622.5,0.60270833,61,45,abr-14,0.040625,0.0058,CPY,SCHAL,2.6,MED,1,19
3960,9670,2622.5,0.76,8,45,jul-14,0.06,0.0124,SSF,SCHAL,2.6,IND,2,19N
3980,9650,2607.5,0.61,7,45,ago-14,0.03,0.0223,SSD,SCHAL,2.6,MED,1,19
4000,9650,2607.5,0.659375,7,45,jul-14,0.029375,0.0301,SSD,SCHAL,2.6,MED,1,19
3980,9670,2607.5,0.6,7,45,ago-14,0.04,0.0223,SSD,SCHAL,2.6,IND,2,19N
4000,9670,2607.5,0.6075,7,45,ago-14,0.0425,0.0286,SSD,SCHAL,2.6,MED,1,19
3980,9650,2622.5,0.79958333,7,45,may-14,0.0425,0.0302,SSD,SCHAL,2.6,MED,1,34
4000,9650,2622.5,0.71875,7,45,may-14,0.03208333,0.041,SSD,SCHAL,2.6,MED,1,19
3980,9670,2622.5,0.8,7,45,may-14,0.04583333,0.0279,SSD,SCHAL,2.6,MED,1,42
4000,9670,2622.5,0.635,7,45,may-14,0.0475,0.0414,SSD,SCHAL,2.6,MED,1,34
4020,9650,2607.5,0.56083333,61,45,jul-14,0.0325,0.0289,CPY,SCHAL,2.6,MED,1,34
4040,9650,2607.5,0.54895833,61,45,jul-14,0.02541667,0.031,CPY,SCHAL,2.6,MED,1,42
4020,9670,2607.5,0.57,61,45,jul-14,0.02,0.0469,CPY,SCHAL,2.6,MED,1,19
4040,9670,2607.5,0.61,61,45,jul-14,0.03,0.0392,CPY,SCHAL,2.6,MED,1,19
4020,9650,2622.5,0.6575,61,45,may-14,0.035,0.0581,CPY,SCHAL,2.6,MED,1,19
4040,9650,2622.5,0.58458333,61,45,may-14,0.03479167,0.0369,CPY,SCHAL,2.6,IND,2,19N
4020,9670,2622.5,0.72,61,45,may-14,0.03,0.046,CPY,SCHAL,2.6,IND,2,19N
4040,9670,2622.5,0.6275,61,45,may-14,0.031875,0.0423,CPY,SCHAL,2.6,IND,2,42
4060,9650,2607.5,0.38520833,62,44,jul-14,0.02520833,0.0176,BO,SCHBL,2.6,MED,1,34
4080,9650,2607.5,0.45,61,45,ago-14,0.02,0.0086,CPY,SCHAL,2.6,MED,1,34
4060,9670,2607.5,0.46,62,45,dic-15,0.02666667,0.0236,BO,SCHAL,2.6,MED,1,19
4080,9670,2607.5,0.39,61,44,ago-14,0.02,0.0051,CPY,SCHBL,2.6,MED,1,42
4060,9650,2622.5,0.450625,61,45,may-14,0.02541667,0.0156,CPY,SCHAL,2.6,INF,3,19N
4080,9650,2622.5,0.43,61,44,jul-14,0.02,0.007,CPY,SCHBL,2.6,INF,3,19N
4060,9670,2622.5,0.52,62,45,jun-14,0.0325,0.0185,BO,SCHAL,2.6,MED,1,42
4080,9670,2622.5,0.41,61,44,jul-14,0.02,0.005,CPY,SCHBL,2.6,MED,1,42
4100,9650,2622.5,0.41,61,44,jul-14,0.02,0.002,CPY,SCHBL,2.6,IND,2,19N
4100,9670,2622.5,0.46,61,45,jul-14,0.02,0.0027,CPY,SCHAL,2.6,MED,1,34
3900,9690,2622.5,0.449375,62,44,jul-14,0.02645833,0.0145,BO,SCHBL,2.6,MED,1,34
3920,9690,2622.5,0.36,61,44,jul-14,0.02,0.0117,CPY,SCHBL,2.6,INF,3,19N
3900,9710,2622.5,0.41916667,62,44,jul-14,0.02916667,0.0121,BO,SCHBL,2.6,MED,1,42
3920,9710,2622.5,0.42666667,61,44,abr-14,0.02333333,0.0139,CPY,SCHBL,2.6,INF,3,19N
3960,9690,2607.5,0.58458333,62,45,ago-14,0.0375,0.0076,BO,SCHAL,2.6,MED,1,34
3940,9690,2622.5,0.421875,61,44,abr-14,0.02125,0.0062,CPY,SCHBL,2.6,MED,1,42
3960,9690,2622.5,0.68625,8,45,jun-14,0.05458333,0.0118,SSF,SCHAL,2.6,IND,2,42
3940,9710,2622.5,0.38104167,61,44,abr-14,0.02104167,0.0064,CPY,SCHBL,2.6,MED,1,19
3960,9710,2622.5,0.52416667,61,45,jun-14,0.02979167,0.011,CPY,SCHAL,2.6,MED,1,19
3980,9690,2607.5,0.64916667,7,45,nov-15,0.05958333,0.0206,SSD,SCHAL,2.6,MED,1,19
4000,9690,2607.5,0.635,7,45,ago-14,0.0425,0.0256,SSD,SCHAL,2.6,MED,1,34
3980,9710,2607.5,0.58,7,45,ago-14,0.04,0.0184,SSD,SCHAL,2.6,IND,2,42
4000,9710,2607.5,0.65416667,7,45,ago-14,0.07229167,0.0227,SSD,SCHAL,2.6,MED,1,42
3980,9690,2622.5,0.79354167,7,45,may-14,0.056875,0.0254,SSD,SCHAL,2.6,IND,2,19N
4000,9690,2622.5,0.66,7,45,may-14,0.0475,0.0317,SSD,SCHAL,2.6,MED,1,42
3980,9710,2622.5,0.72020833,7,45,jun-14,0.05916667,0.0167,SSD,SCHAL,2.6,MED,1,42
4000,9710,2622.5,0.81708333,7,43,jun-14,0.10354167,0.0209,SSD,SASOL,2.6,MED,1,34
4020,9690,2607.5,0.56,61,45,nov-15,0.02,0.0399,CPY,SCHAL,2.6,MED,1,42
4040,9690,2607.5,0.59625,61,45,ago-14,0.03125,0.0328,CPY,SCHAL,2.6,MED,1,34
4020,9710,2607.5,0.70958333,61,45,dic-15,0.03041667,0.0275,CPY,SCHAL,2.6,INF,3,19N
4040,9710,2607.5,0.58166667,61,45,ago-14,0.02833333,0.0276,CPY,SCHAL,2.6,MED,1,19
4020,9690,2622.5,0.71,61,45,may-14,0.03,0.041,CPY,SCHAL,2.6,IND,2,19N
4040,9690,2622.5,0.55,61,45,jun-14,0.02,0.0383,CPY,SCHAL,2.6,MED,1,19
4020,9710,2622.5,0.77666667,61,45,jun-14,0.04,0.0359,CPY,SCHAL,2.6,IND,2,42
4040,9710,2622.5,0.58583333,61,45,jun-14,0.02166667,0.0288,CPY,SCHAL,2.6,IND,2,42
4060,9690,2607.5,0.54375,62,45,ago-14,0.03625,0.0161,BO,SCHAL,2.6,MED,1,19
4080,9690,2607.5,0.44,61,44,ago-14,0.02,0.005,CPY,SCHBL,2.6,IND,2,19N
4060,9710,2607.5,0.59166667,62,45,ago-14,0.03916667,0.0101,BO,SCHAL,2.6,IND,2,42
4080,9710,2607.5,0.46,61,45,ago-14,0.02,0.0072,CPY,SCHAL,2.6,IND,2,42
4060,9690,2622.5,0.54208333,62,45,jun-14,0.03583333,0.0211,BO,SCHAL,2.6,MED,1,34
4080,9690,2622.5,0.44020833,61,44,jul-14,0.02020833,0.0063,CPY,SCHBL,2.6,IND,2,42
4060,9710,2622.5,0.6175,62,45,jun-14,0.03875,0.0201,BO,SCHAL,2.6,MED,1,34
4080,9710,2622.5,0.45145833,61,45,jul-14,0.02145833,0.0022,CPY,SCHAL,2.6,INF,3,19N
4100,9690,2622.5,0.52,61,45,jul-14,0.02,0.0023,CPY,SCHAL,2.6,MED,1,19
4100,9710,2622.5,0.43,61,44,jul-14,0.02,0.0041,CPY,SCHBL,2.6,MED,1,19
3900,9730,2622.5,0.4,62,44,jul-14,0.02833333,0.0137,BO,SCHBL,2.6,MED,1,34
3920,9730,2622.5,0.48,61,45,jul-14,0.02375,0.0153,CPY,SCHAL,2.6,MED,1,19
3900,9750,2622.5,0.42,62,44,jul-14,0.02979167,0.0099,BO,SCHBL,2.6,MED,1,19
