xcentre,ycentre,zcentre,mot_gc,zmin_gc,zmint,oretype_gc,cut_gc,dens,cus_gc,oretypet
4360,8930,2922.500000,36,-99,NULL,22,0.399332,2.600000,0.275855,OXML,
4340,8950,2922.500000,50,-99,NULL,22,0.363383,2.600000,0.250949,OXML,
4360,8950,2922.500000,46,-99,NULL,22,0.339785,2.600000,0.211371,OXML,
4380,8930,2907.500000,50,-99,NULL,22,0.271854,2.600000,0.186307,OXML,
4400,8930,2907.500000,75,-99,NULL,23,0.443124,2.600000,0.354371,OXAL,
4380,8950,2907.500000,57,-99,NULL,22,0.289823,2.600000,0.156257,OXML,
4400,8950,2907.500000,83,-99,NULL,22,0.363369,2.600000,0.252471,OXML,
4380,8930,2922.500000,10,-99,NULL,22,0.245427,2.600000,0.171468,OXML,
4400,8930,2922.500000,52,-99,NULL,22,0.356625,2.600000,0.269615,OXML,
4380,8950,2922.500000,25,-99,NULL,12,0.195645,2.600000,0.103942,OXBL,
4400,8950,2922.500000,28,-99,NULL,12,0.158996,2.600000,0.067460,OXBL,
4420,8930,2907.500000,90,-99,NULL,23,0.747512,2.600000,0.656916,OXAL,
4440,8930,2907.500000,44,-99,NULL,23,0.562349,2.600000,0.477026,OXAL,
4420,8950,2907.500000,37,-99,NULL,23,0.635823,2.600000,0.533302,OXAL,
4440,8950,2907.500000,36,-99,NULL,23,0.664421,2.600000,0.555129,OXAL,
4420,8930,2922.500000,100,-99,NULL,23,0.711167,2.600000,0.601655,OXAL,
4440,8930,2922.500000,14,-99,NULL,22,0.351939,2.600000,0.291928,OXML,
4420,8950,2922.500000,31,-99,NULL,22,0.286561,2.600000,0.197132,OXML,
4440,8950,2922.500000,19,-99,NULL,23,0.505658,2.600000,0.411005,OXAL,
4460,8930,2907.500000,29,-99,NULL,23,0.682090,2.600000,0.545044,OXAL,
4480,8930,2907.500000,10,-99,NULL,23,0.429148,2.600000,0.341594,OXAL,
4460,8950,2907.500000,29,-99,NULL,23,0.710633,2.600000,0.602099,OXAL,
4480,8950,2907.500000,14,-99,NULL,23,0.831668,2.600000,0.733464,OXAL,
4460,8930,2922.500000,20,-99,NULL,23,0.485564,2.600000,0.411433,OXAL,
4480,8930,2922.500000,11,-99,NULL,22,0.242729,2.600000,0.182369,OXML,
4460,8950,2922.500000,24,-99,NULL,22,0.315866,2.600000,0.246571,OXML,
4480,8950,2922.500000,10,-99,NULL,23,0.478887,2.600000,0.407781,OXAL,
4500,8930,2907.500000,12,-99,NULL,23,0.410731,2.600000,0.319092,OXAL,
4520,8930,2907.500000,38,1,LIX,23,1.139371,2.600000,0.967663,OXAL,
4500,8950,2907.500000,11,-99,NULL,22,0.337698,2.600000,0.274764,OXML,
4520,8950,2907.500000,19,-99,NULL,22,0.317027,2.600000,0.254189,OXML,
4500,8930,2922.500000,31,-99,NULL,12,0.157947,2.600000,0.109358,OXBL,
4500,8950,2922.500000,11,-99,NULL,22,0.247152,2.600000,0.183794,OXML,
4540,8930,2907.500000,141,1,LIX,23,0.908336,2.600000,0.791121,OXAL,
4540,8950,2907.500000,21,-99,NULL,22,0.365853,2.600000,0.301189,OXML,
4560,8950,2907.500000,58,-99,NULL,23,0.531770,2.600000,0.462038,OXAL,
4580,8930,2907.500000,46,1,LIX,11,0.140708,2.600000,0.072235,LAS,
4600,8930,2907.500000,57,1,LIX,22,0.387518,2.600000,0.309758,OXML,
4580,8950,2907.500000,22,1,LIX,23,0.500863,2.600000,0.407427,OXAL,
4600,8950,2907.500000,41,3,OXI,23,0.506114,2.600000,0.391759,OXAL,
4600,8930,2922.500000,10,-99,NULL,23,0.730979,2.600000,0.499625,OXAL,
4600,8950,2922.500000,10,-99,NULL,23,0.830470,2.600000,0.724825,OXAL,
4620,8930,2907.500000,-99,3,OXI,23,0.450235,2.600000,0.365786,OXAL,
4640,8930,2907.500000,-99,3,OXI,23,0.668050,2.600000,0.586446,OXAL,
4620,8950,2907.500000,30,3,OXI,22,0.344890,2.600000,0.253985,OXML,
4640,8950,2907.500000,-99,1,LIX,22,0.269356,2.600000,0.161008,OXML,
4620,8930,2922.500000,10,-99,NULL,23,0.522281,2.600000,0.440001,OXAL,
4640,8930,2922.500000,10,3,OXI,23,0.719350,2.600000,0.642787,OXAL,
4620,8950,2922.500000,10,-99,NULL,22,0.311173,2.600000,0.229273,OXML,
4640,8950,2922.500000,10,-99,NULL,22,0.370888,2.600000,0.273660,OXML,
4660,8930,2922.500000,31,1,LIX,11,0.134866,2.600000,0.061729,LAS,
4680,8930,2922.500000,33,1,LIX,11,0.130372,2.600000,0.060433,LAS,
4660,8950,2922.500000,31,1,LIX,12,0.173451,2.600000,0.076829,OXBL,
4680,8950,2922.500000,45,1,LIX,11,0.146459,2.600000,0.064629,LAS,
4700,8930,2922.500000,37,1,LIX,22,0.257991,2.600000,0.204688,OXML,
4700,8950,2922.500000,39,1,LIX,11,0.101203,2.600000,0.054868,LAS,
3680,8970,2907.500000,-99,-99,NULL,11,0.019614,2.600000,0.005971,LAS,
3660,8990,2907.500000,-99,-99,NULL,11,0.017334,2.600000,0.003231,LAS,
3680,8990,2907.500000,-99,-99,NULL,11,0.019311,2.600000,0.003512,LAS,
3700,8970,2907.500000,-99,-99,NULL,11,0.020786,2.600000,0.004863,LAS,
3720,8970,2907.500000,-99,-99,NULL,11,0.017838,2.600000,0.003418,LAS,
3700,8990,2907.500000,-99,-99,NULL,11,0.018229,2.600000,0.004198,LAS,
3720,8990,2907.500000,-99,-99,NULL,11,0.016258,2.600000,0.003418,LAS,
3740,8970,2907.500000,-99,1,LIX,11,0.021658,2.600000,0.005003,LAS,
3760,8970,2907.500000,-99,1,LIX,11,0.034821,2.600000,0.005181,LAS,
3740,8990,2907.500000,-99,-99,NULL,11,0.018096,2.600000,0.004208,LAS,
3760,8990,2922.500000,-99,1,LIX,11,0.018541,2.600000,0.003921,LAS,
3780,8970,2907.500000,-99,1,LIX,11,0.029705,2.600000,0.004817,LAS,
3800,8970,2907.500000,-99,1,LIX,11,0.035093,2.600000,0.005000,LAS,
3780,8990,2907.500000,-99,1,LIX,11,0.033205,2.600000,0.006495,LAS,
3800,8990,2907.500000,-99,1,LIX,11,0.035161,2.600000,0.004810,LAS,
3780,8970,2922.500000,-99,1,LIX,11,0.021409,2.600000,0.003856,LAS,
3800,8970,2922.500000,-99,1,LIX,11,0.040351,2.600000,0.006134,LAS,
3780,8990,2922.500000,-99,1,LIX,11,0.020271,2.600000,0.004869,LAS,
3800,8990,2922.500000,-99,1,LIX,11,0.031702,2.600000,0.007485,LAS,
3820,8970,2907.500000,-99,1,LIX,11,0.072263,2.600000,0.019428,LAS,
3840,8970,2907.500000,-99,1,LIX,11,0.081855,2.600000,0.016014,LAS,
3820,8990,2907.500000,-99,1,LIX,11,0.073961,2.600000,0.019664,LAS,
3840,8990,2907.500000,-99,1,LIX,11,0.069146,2.600000,0.015259,LAS,
3820,8970,2922.500000,-99,1,LIX,11,0.049288,2.600000,0.008443,LAS,
3840,8970,2922.500000,-99,1,LIX,11,0.146663,2.600000,0.094656,LAS,
3820,8990,2922.500000,-99,1,LIX,11,0.058013,2.600000,0.015539,LAS,
3840,8990,2922.500000,-99,1,LIX,11,0.062443,2.600000,0.020674,LAS,
3860,8970,2907.500000,-99,1,LIX,11,0.071190,2.600000,0.015688,LAS,
3880,8970,2907.500000,48,1,LIX,11,0.051726,2.600000,0.012105,LAS,
3860,8990,2907.500000,-99,1,LIX,11,0.066442,2.600000,0.014108,LAS,
3880,8990,2907.500000,30,1,LIX,11,0.048969,2.600000,0.006904,LAS,
3860,8970,2922.500000,-99,1,LIX,12,0.155115,2.600000,0.097854,OXBL,
3880,8990,2922.500000,17,1,LIX,11,0.042178,2.600000,0.009368,LAS,
3900,8970,2907.500000,75,1,LIX,11,0.060066,2.600000,0.022596,LAS,
3920,8970,2907.500000,27,1,LIX,11,0.045061,2.600000,0.017973,LAS,
3920,8990,2907.500000,18,1,LIX,11,0.056381,2.600000,0.017512,LAS,
3900,8970,2922.500000,11,1,LIX,11,0.047999,2.600000,0.012434,LAS,
3920,8970,2922.500000,19,-99,NULL,11,0.037865,2.600000,0.010098,LAS,
3900,8990,2922.500000,11,-99,NULL,11,0.049271,2.600000,0.012319,LAS,
3920,8990,2922.500000,10,-99,NULL,11,0.055655,2.600000,0.016771,LAS,
3940,8970,2907.500000,39,1,LIX,11,0.051109,2.600000,0.015000,LAS,
3960,8970,2907.500000,10,1,LIX,12,0.163540,2.600000,0.095521,OXBL,
3940,8990,2907.500000,21,-99,NULL,11,0.025684,2.600000,0.004824,LAS,
3960,8990,2907.500000,20,-99,NULL,11,0.052033,2.600000,0.013259,LAS,
3940,8970,2922.500000,16,-99,NULL,11,0.062945,2.600000,0.014109,LAS,
3960,8970,2922.500000,17,-99,NULL,11,0.135038,2.600000,0.043050,LAS,
3940,8990,2922.500000,10,-99,NULL,11,0.053494,2.600000,0.019294,LAS,
3960,8990,2922.500000,27,-99,NULL,11,0.049167,2.600000,0.014937,LAS,
3980,8970,2907.500000,11,-99,NULL,22,0.236706,2.600000,0.139965,OXML,
4000,8970,2907.500000,15,-99,NULL,22,0.253773,2.600000,0.140703,OXML,
3980,8990,2907.500000,20,-99,NULL,11,0.111934,2.600000,0.044676,LAS,
4000,8990,2907.500000,22,-99,NULL,12,0.193781,2.600000,0.099463,OXBL,
3980,8970,2922.500000,17,-99,NULL,12,0.150269,2.600000,0.075455,OXBL,
4000,8970,2922.500000,11,-99,NULL,12,0.186417,2.600000,0.111825,OXBL,
3980,8990,2922.500000,14,-99,NULL,11,0.079566,2.600000,0.028701,LAS,
4000,8990,2922.500000,10,-99,NULL,22,0.228729,2.600000,0.161846,OXML,
4020,8970,2907.500000,71,-99,NULL,12,0.165866,2.600000,0.075800,OXBL,
4040,8970,2907.500000,65,-99,NULL,11,0.089051,2.600000,0.025610,LAS,
4020,8990,2907.500000,44,-99,NULL,12,0.184190,2.600000,0.084495,OXBL,
4040,8990,2907.500000,55,-99,NULL,11,0.078689,2.600000,0.020701,LAS,
4020,8970,2922.500000,25,-99,NULL,11,0.147509,2.600000,0.061706,LAS,
4040,8970,2922.500000,32,-99,NULL,11,0.128446,2.600000,0.057440,LAS,
4020,8990,2922.500000,13,-99,NULL,22,0.227182,2.600000,0.141681,OXML,
4040,8990,2922.500000,33,-99,NULL,11,0.058908,2.600000,0.017551,LAS,
4060,8970,2907.500000,151,-99,NULL,11,0.093635,2.600000,0.028081,LAS,
4080,8970,2907.500000,100,-99,NULL,11,0.078994,2.600000,0.028020,LAS,
4060,8990,2907.500000,38,-99,NULL,11,0.122237,2.600000,0.048000,LAS,
4080,8990,2907.500000,139,-99,NULL,11,0.067625,2.600000,0.018324,LAS,
4060,8970,2922.500000,24,-99,NULL,11,0.069266,2.600000,0.023147,LAS,
4080,8970,2922.500000,29,-99,NULL,11,0.099627,2.600000,0.046950,LAS,
4060,8990,2922.500000,33,-99,NULL,11,0.096274,2.600000,0.039892,LAS,
4080,8990,2922.500000,31,-99,NULL,11,0.075610,2.600000,0.028945,LAS,
4100,8970,2907.500000,99,-99,NULL,11,0.060149,2.600000,0.018959,LAS,
4120,8970,2907.500000,81,-99,NULL,11,0.107561,2.600000,0.044505,LAS,
4100,8990,2907.500000,598,-99,NULL,11,0.044495,2.600000,0.006956,LAS,
4120,8990,2907.500000,217,-99,NULL,11,0.072357,2.600000,0.008907,LAS,
4100,8970,2922.500000,29,-99,NULL,11,0.075929,2.600000,0.029573,LAS,
4120,8970,2922.500000,22,-99,NULL,11,0.068362,2.600000,0.034041,LAS,
4100,8990,2922.500000,54,-99,NULL,11,0.075381,2.600000,0.039617,LAS,
4120,8990,2922.500000,79,-99,NULL,11,0.103605,2.600000,0.057814,LAS,
4140,8970,2907.500000,60,-99,NULL,22,0.303521,2.600000,0.204306,OXML,
4160,8970,2907.500000,62,-99,NULL,22,0.242277,2.600000,0.159168,OXML,
4140,8990,2907.500000,181,-99,NULL,11,0.104354,2.600000,0.043185,LAS,
4160,8990,2907.500000,61,-99,NULL,22,0.391624,2.600000,0.310221,OXML,
4140,8970,2922.500000,33,-99,NULL,23,0.423566,2.600000,0.296127,OXAL,
4160,8970,2922.500000,83,-99,NULL,22,0.231519,2.600000,0.139681,OXML,
4140,8990,2922.500000,158,-99,NULL,12,0.150564,2.600000,0.093737,OXBL,
4160,8990,2922.500000,64,-99,NULL,22,0.254563,2.600000,0.148616,OXML,
4180,8970,2907.500000,94,-99,NULL,22,0.317731,2.600000,0.207531,OXML,
4200,8970,2907.500000,44,-99,NULL,23,0.458464,2.600000,0.343685,OXAL,
4180,8990,2907.500000,145,-99,NULL,22,0.327387,2.600000,0.240507,OXML,
4200,8990,2907.500000,204,-99,NULL,22,0.256101,2.600000,0.170769,OXML,
4180,8970,2922.500000,53,-99,NULL,22,0.249571,2.600000,0.167503,OXML,
4200,8970,2922.500000,20,-99,NULL,23,0.432378,2.600000,0.326084,OXAL,
4180,8990,2922.500000,97,-99,NULL,22,0.315371,2.600000,0.209161,OXML,
4200,8990,2922.500000,228,-99,NULL,22,0.233628,2.600000,0.143482,OXML,
4220,8970,2907.500000,88,-99,NULL,22,0.377974,2.600000,0.262926,OXML,
4240,8970,2907.500000,78,-99,NULL,22,0.283515,2.600000,0.201115,OXML,
4220,8990,2907.500000,58,-99,NULL,22,0.342552,2.600000,0.252924,OXML,
4240,8990,2907.500000,13,-99,NULL,23,0.430992,2.600000,0.308430,OXAL,
4220,8970,2922.500000,65,-99,NULL,22,0.343011,2.600000,0.221328,OXML,
4240,8970,2922.500000,61,-99,NULL,22,0.245013,2.600000,0.165507,OXML,
4260,8970,2907.500000,39,-99,NULL,23,0.519917,2.600000,0.429131,OXAL,
4280,8970,2907.500000,32,-99,NULL,23,0.720349,2.600000,0.598685,OXAL,
4260,8990,2907.500000,47,-99,NULL,23,0.698614,2.600000,0.586687,OXAL,
4280,8990,2907.500000,88,-99,NULL,23,0.580401,2.600000,0.453075,OXAL,
4300,8970,2907.500000,11,-99,NULL,23,0.402106,2.600000,0.298392,OXAL,
4320,8970,2907.500000,80,-99,NULL,22,0.324553,2.600000,0.210840,OXML,
4300,8990,2907.500000,131,-99,NULL,23,0.466969,2.600000,0.332239,OXAL,
4320,8990,2907.500000,103,-99,NULL,22,0.368705,2.600000,0.271791,OXML,
4300,8970,2922.500000,82,-99,NULL,12,0.196413,2.600000,0.122017,OXBL,
4320,8970,2922.500000,104,-99,NULL,22,0.244402,2.600000,0.157006,OXML,
4340,8970,2907.500000,111,-99,NULL,22,0.282747,2.600000,0.168060,OXML,
4360,8970,2907.500000,132,-99,NULL,22,0.236504,2.600000,0.091933,OXML,
4340,8990,2907.500000,82,-99,NULL,23,0.401628,2.600000,0.283998,OXAL,
4360,8990,2907.500000,63,-99,NULL,12,0.166336,2.600000,0.062409,OXBL,
4340,8970,2922.500000,79,-99,NULL,22,0.265990,2.600000,0.173267,OXML,
4360,8970,2922.500000,68,-99,NULL,22,0.290242,2.600000,0.166941,OXML,
4360,8990,2922.500000,58,-99,NULL,22,0.262811,2.600000,0.155907,OXML,
4380,8970,2907.500000,78,-99,NULL,22,0.283088,2.600000,0.148721,OXML,
4400,8970,2907.500000,52,-99,NULL,23,0.407756,2.600000,0.284300,OXAL,
4380,8990,2907.500000,63,-99,NULL,22,0.208427,2.600000,0.115332,OXML,
4400,8990,2907.500000,38,-99,NULL,23,0.469431,2.600000,0.377787,OXAL,
4420,8970,2907.500000,23,-99,NULL,23,0.625649,2.600000,0.537312,OXAL,
4440,8970,2907.500000,26,-99,NULL,23,0.790310,2.600000,0.693874,OXAL,
4420,8990,2907.500000,10,-99,NULL,23,0.595012,2.600000,0.524899,OXAL,
4440,8990,2907.500000,12,-99,NULL,23,0.515536,2.600000,0.433572,OXAL,
4420,8970,2922.500000,14,-99,NULL,22,0.234391,2.600000,0.141954,OXML,
4440,8970,2922.500000,10,-99,NULL,23,0.523469,2.600000,0.395039,OXAL,
4460,8970,2907.500000,37,-99,NULL,23,0.614230,2.600000,0.504601,OXAL,
4480,8970,2907.500000,24,-99,NULL,23,0.720972,2.600000,0.621384,OXAL,
4460,8990,2907.500000,10,-99,NULL,23,0.583210,2.600000,0.477506,OXAL,
4480,8990,2907.500000,10,-99,NULL,23,0.426566,2.600000,0.332021,OXAL,
4460,8970,2922.500000,10,-99,NULL,22,0.333310,2.600000,0.233317,OXML,
4480,8970,2922.500000,10,-99,NULL,22,0.357875,2.600000,0.284596,OXML,
4460,8990,2922.500000,10,-99,NULL,23,0.468724,2.600000,0.349896,OXAL,
4500,8970,2907.500000,11,-99,NULL,23,0.469597,2.600000,0.384642,OXAL,
4520,8970,2907.500000,15,-99,NULL,22,0.299178,2.600000,0.240394,OXML,
4500,8990,2907.500000,10,-99,NULL,23,0.607503,2.600000,0.526569,OXAL,
4520,8990,2907.500000,10,-99,NULL,23,0.724093,2.600000,0.635827,OXAL,
4540,8970,2907.500000,11,-99,NULL,22,0.275615,2.600000,0.217932,OXML,
4560,8970,2907.500000,42,-99,NULL,23,0.423084,2.600000,0.274311,OXAL,
4540,8990,2907.500000,20,-99,NULL,23,0.616889,2.600000,0.532580,OXAL,
4560,8990,2907.500000,26,-99,NULL,22,0.327278,2.600000,0.261207,OXML,
4580,8970,2907.500000,26,3,OXI,23,0.734711,2.600000,0.419546,OXAL,
4600,8970,2907.500000,10,1,LIX,22,0.346034,2.600000,0.264347,OXML,
4580,8990,2907.500000,32,-99,NULL,23,0.806876,2.600000,0.624166,OXAL,
4600,8990,2907.500000,10,1,LIX,23,0.769210,2.600000,0.685994,OXAL,
4580,8970,2922.500000,37,-99,NULL,23,0.714564,2.600000,0.412491,OXAL,
4600,8970,2922.500000,10,-99,NULL,23,0.486149,2.600000,0.405123,OXAL,
4580,8990,2922.500000,17,-99,NULL,23,0.496097,2.600000,0.435823,OXAL,
4600,8990,2922.500000,29,-99,NULL,22,0.321985,2.600000,0.267537,OXML,
4620,8970,2907.500000,20,1,LIX,22,0.273933,2.600000,0.190009,OXML,
4640,8970,2907.500000,28,3,OXI,22,0.286654,2.600000,0.200751,OXML,
4620,8990,2907.500000,10,1,LIX,23,0.633204,2.600000,0.558072,OXAL,
4640,8990,2907.500000,11,-99,NULL,23,0.405773,2.600000,0.333793,OXAL,
4620,8970,2922.500000,11,-99,NULL,22,0.383542,2.600000,0.277475,OXML,
4640,8970,2922.500000,12,-99,NULL,22,0.362789,2.600000,0.236074,OXML,
4620,8990,2922.500000,23,-99,NULL,22,0.289697,2.600000,0.202553,OXML,
4640,8990,2922.500000,37,-99,NULL,23,0.984181,2.600000,0.887116,OXAL,
4660,8970,2907.500000,28,1,LIX,12,0.151943,2.600000,0.072043,OXBL,
4660,8990,2907.500000,10,-99,NULL,22,0.282556,2.600000,0.208949,OXML,
4680,8990,2907.500000,31,3,OXI,23,0.530478,2.600000,0.441534,OXAL,
4660,8970,2922.500000,13,-99,NULL,22,0.229438,2.600000,0.116000,OXML,
4680,8970,2922.500000,52,1,LIX,22,0.275454,2.600000,0.163918,OXML,
4660,8990,2922.500000,21,-99,NULL,23,0.554934,2.600000,0.438183,OXAL,
4680,8990,2922.500000,53,3,OXI,22,0.310130,2.600000,0.236553,OXML,
4700,8990,2907.500000,38,1,LIX,22,0.340837,2.600000,0.264172,OXML,
4700,8970,2922.500000,50,3,OXI,23,0.413049,2.600000,0.312664,OXAL,
4720,8970,2922.500000,46,3,OXI,23,0.400166,2.600000,0.297500,OXAL,
4700,8990,2922.500000,44,1,LIX,22,0.273233,2.600000,0.208222,OXML,
4720,8990,2922.500000,34,3,OXI,22,0.342649,2.600000,0.259242,OXML,
3700,9010,2907.500000,-99,-99,NULL,11,0.012444,2.600000,0.003076,LAS,
3720,9010,2907.500000,-99,-99,NULL,11,0.024100,2.600000,0.005827,LAS,
3700,9030,2907.500000,-99,-99,NULL,11,0.010128,2.600000,0.003182,LAS,
3720,9030,2907.500000,-99,-99,NULL,11,0.015184,2.600000,0.003599,LAS,
3740,9010,2907.500000,-99,-99,NULL,11,0.026076,2.600000,0.006092,LAS,
3760,9010,2907.500000,-99,1,LIX,11,0.020458,2.600000,0.003731,LAS,
3740,9030,2907.500000,-99,-99,NULL,11,0.023648,2.600000,0.003539,LAS,
3760,9030,2907.500000,-99,1,LIX,11,0.025980,2.600000,0.003541,LAS,
3780,9010,2907.500000,-99,1,LIX,11,0.033555,2.600000,0.004102,LAS,
3800,9010,2907.500000,-99,1,LIX,11,0.047089,2.600000,0.005821,LAS,
3780,9030,2907.500000,-99,1,LIX,11,0.026336,2.600000,0.003436,LAS,
3800,9030,2907.500000,-99,1,LIX,11,0.035101,2.600000,0.007336,LAS,
3780,9010,2922.500000,-99,1,LIX,11,0.028167,2.600000,0.004587,LAS,
3800,9010,2922.500000,-99,1,LIX,11,0.027266,2.600000,0.005631,LAS,
3780,9030,2922.500000,12,1,LIX,11,0.020903,2.600000,0.003617,LAS,
3800,9030,2922.500000,21,1,LIX,11,0.053036,2.600000,0.026449,LAS,
3820,9010,2907.500000,-99,1,LIX,11,0.055615,2.600000,0.011800,LAS,
3840,9010,2907.500000,11,1,LIX,11,0.057311,2.600000,0.013259,LAS,
3820,9030,2907.500000,10,1,LIX,11,0.035703,2.600000,0.006485,LAS,
3840,9030,2907.500000,10,1,LIX,11,0.039776,2.600000,0.010818,LAS,
3840,9010,2922.500000,13,1,LIX,11,0.059223,2.600000,0.019234,LAS,
3820,9030,2922.500000,11,1,LIX,11,0.032783,2.600000,0.009960,LAS,
3840,9030,2922.500000,11,-99,NULL,11,0.027016,2.600000,0.006929,LAS,
3880,9010,2907.500000,14,1,LIX,11,0.048249,2.600000,0.008137,LAS,
3860,9030,2907.500000,10,1,LIX,11,0.040427,2.600000,0.009180,LAS,
3880,9030,2907.500000,10,-99,NULL,11,0.045508,2.600000,0.008835,LAS,
3860,9010,2922.500000,17,-99,NULL,11,0.055492,2.600000,0.011879,LAS,
3880,9010,2922.500000,10,-99,NULL,11,0.051849,2.600000,0.011288,LAS,
3860,9030,2922.500000,16,-99,NULL,11,0.069115,2.600000,0.014633,LAS,
3880,9030,2922.500000,11,-99,NULL,11,0.065447,2.600000,0.013053,LAS,
3900,9010,2907.500000,12,1,LIX,11,0.088912,2.600000,0.047231,LAS,
3920,9010,2907.500000,21,-99,NULL,11,0.092085,2.600000,0.049344,LAS,
3900,9030,2907.500000,10,-99,NULL,11,0.074090,2.600000,0.025816,LAS,
3920,9030,2907.500000,16,-99,NULL,11,0.139248,2.600000,0.075525,LAS,
3900,9010,2922.500000,10,-99,NULL,11,0.067797,2.600000,0.017291,LAS,
3920,9010,2922.500000,10,-99,NULL,11,0.050040,2.600000,0.014344,LAS,
3940,9010,2907.500000,25,-99,NULL,11,0.055725,2.600000,0.010135,LAS,
3960,9010,2907.500000,13,-99,NULL,11,0.054102,2.600000,0.012601,LAS,
3940,9030,2907.500000,32,-99,NULL,11,0.054171,2.600000,0.014551,LAS,
3960,9030,2907.500000,21,-99,NULL,11,0.094566,2.600000,0.034008,LAS,
3940,9010,2922.500000,10,-99,NULL,11,0.093958,2.600000,0.040163,LAS,
3960,9010,2922.500000,10,-99,NULL,11,0.052494,2.600000,0.015551,LAS,
3980,9010,2907.500000,18,-99,NULL,11,0.067950,2.600000,0.014896,LAS,
4000,9010,2907.500000,27,-99,NULL,12,0.156880,2.600000,0.046096,OXBL,
3980,9030,2907.500000,62,-99,NULL,11,0.105853,2.600000,0.044851,LAS,
4000,9030,2907.500000,51,-99,NULL,11,0.118401,2.600000,0.041761,LAS,
3980,9010,2922.500000,10,-99,NULL,11,0.055768,2.600000,0.014672,LAS,
4000,9010,2922.500000,10,-99,NULL,11,0.090218,2.600000,0.042373,LAS,
4020,9010,2907.500000,54,-99,NULL,11,0.144288,2.600000,0.053521,LAS,
4040,9010,2907.500000,59,-99,NULL,11,0.077551,2.600000,0.016645,LAS,
4020,9030,2907.500000,45,-99,NULL,22,0.252765,2.600000,0.157091,OXML,
4040,9030,2907.500000,46,-99,NULL,11,0.138339,2.600000,0.066679,LAS,
4020,9010,2922.500000,32,-99,NULL,22,0.219539,2.600000,0.135950,OXML,
4040,9010,2922.500000,47,-99,NULL,11,0.077200,2.600000,0.019657,LAS,
4020,9030,2922.500000,40,-99,NULL,11,0.138286,2.600000,0.061503,LAS,
4040,9030,2922.500000,49,-99,NULL,11,0.099281,2.600000,0.032060,LAS,
4060,9010,2907.500000,33,-99,NULL,11,0.107036,2.600000,0.028369,LAS,
4080,9010,2907.500000,71,-99,NULL,11,0.054124,2.600000,0.011600,LAS,
4060,9030,2907.500000,47,-99,NULL,11,0.080180,2.600000,0.019104,LAS,
4080,9030,2907.500000,120,-99,NULL,11,0.050137,2.600000,0.007510,LAS,
4060,9010,2922.500000,21,-99,NULL,11,0.093175,2.600000,0.032966,LAS,
4080,9010,2922.500000,36,-99,NULL,11,0.026103,2.600000,0.008895,LAS,
4060,9030,2922.500000,67,-99,NULL,11,0.057239,2.600000,0.016655,LAS,
4080,9030,2922.500000,86,-99,NULL,11,0.038788,2.600000,0.011344,LAS,
4100,9010,2907.500000,148,-99,NULL,11,0.073059,2.600000,0.015456,LAS,
4120,9010,2907.500000,132,-99,NULL,11,0.080184,2.600000,0.019524,LAS,
4100,9030,2907.500000,70,-99,NULL,11,0.074388,2.600000,0.021472,LAS,
4120,9030,2907.500000,41,-99,NULL,11,0.087300,2.600000,0.025470,LAS,
4100,9010,2922.500000,71,-99,NULL,11,0.054414,2.600000,0.022753,LAS,
4140,9010,2907.500000,119,-99,NULL,11,0.081193,2.600000,0.018952,LAS,
4160,9010,2907.500000,89,-99,NULL,12,0.155750,2.600000,0.087646,OXBL,
4140,9030,2907.500000,134,-99,NULL,11,0.072225,2.600000,0.022699,LAS,
4160,9030,2907.500000,60,-99,NULL,22,0.230432,2.600000,0.158671,OXML,
4180,9010,2907.500000,191,-99,NULL,11,0.087289,2.600000,0.032638,LAS,
4200,9010,2907.500000,300,-99,NULL,11,0.124354,2.600000,0.061664,LAS,
4180,9030,2907.500000,122,-99,NULL,22,0.246478,2.600000,0.154094,OXML,
4200,9030,2907.500000,139,-99,NULL,11,0.073203,2.600000,0.023655,LAS,
4180,9010,2922.500000,72,-99,NULL,12,0.186882,2.600000,0.104218,OXBL,
4200,9010,2922.500000,160,-99,NULL,12,0.199108,2.600000,0.114063,OXBL,
4220,9010,2907.500000,110,-99,NULL,22,0.240017,2.600000,0.168291,OXML,
4240,9010,2907.500000,94,-99,NULL,23,0.573030,2.600000,0.128129,OXAL,
4220,9030,2907.500000,273,-99,NULL,11,0.093116,2.600000,0.050110,LAS,
4240,9030,2907.500000,155,-99,NULL,11,0.130625,2.600000,0.068303,LAS,
4260,9010,2907.500000,54,-99,NULL,22,0.349485,2.600000,0.282610,OXML,
4280,9010,2907.500000,44,-99,NULL,22,0.292482,2.600000,0.204718,OXML,
4260,9030,2907.500000,99,-99,NULL,22,0.209647,2.600000,0.128409,OXML,
4280,9030,2907.500000,18,-99,NULL,12,0.176137,2.600000,0.110559,OXBL,
4300,9010,2907.500000,61,-99,NULL,22,0.254665,2.600000,0.151651,OXML,
4320,9010,2907.500000,85,-99,NULL,23,0.638373,2.600000,0.510967,OXAL,
4300,9030,2907.500000,13,-99,NULL,22,0.255918,2.600000,0.189609,OXML,
4320,9030,2907.500000,38,-99,NULL,23,0.402783,2.600000,0.311620,OXAL,
4340,9010,2907.500000,41,-99,NULL,23,0.547737,2.600000,0.413712,OXAL,
4360,9010,2907.500000,16,-99,NULL,22,0.257416,2.600000,0.136165,OXML,
4340,9030,2907.500000,26,-99,NULL,23,0.675713,2.600000,0.550344,OXAL,
